2002	country	36	Unbroken	Tim McGraw	https://www.azlyrics.com/lyrics/timmcgraw/unbroken.html
2002	country	37	My Town	Montgomery Gentry	https://www.azlyrics.com/lyrics/montgomerygentry/mytown.html
2002	country	38	Where The Stars And Stripes And The Eagle Fly	Aaron Tippin	https://www.azlyrics.com/lyrics/aarontippin/wherethestarsandstripesandeaglefly.html
2002	country	39	I Don't Want You To Go	Carolyn Dawn Johnson	https://www.azlyrics.com/lyrics/carolyndawnjohnson/idontwantyoutogo.html
2002	country	40	I Wanna Talk About Me	Toby Keith	https://www.azlyrics.com/lyrics/tobykeith/iwannatalkaboutme.html
2002	country	41	These Days	Rascal Flatts	https://www.azlyrics.com/lyrics/rascalflatts/thesedays.html
2002	country	42	Some Days You Gotta Dance	Dixie Chicks	https://www.azlyrics.com/lyrics/dixiechicks/somedaysyougottadance.html
2002	country	43	Wrapped Up In You	Garth Brooks	https://www.azlyrics.com/lyrics/garthbrooks/wrappedupinyou.html
2002	country	44	My Heart Is Lost To You	Brooks & Dunn	https://www.azlyrics.com/lyrics/brooksdunn/myheartislosttoyou.html
2002	country	45	Modern Day Bonnie And Clyde	Travis Tritt	https://www.azlyrics.com/lyrics/travistritt/moderndaybonnieandclyde.html
2002	country	46	She Was	Mark Chesnutt	https://www.azlyrics.com/lyrics/markchesnutt/shewas.html
2002	country	47	Forgive	Rebecca Lynn Howard	NONE
2002	country	48	Landslide	Dixie Chicks	https://www.azlyrics.com/lyrics/dixiechicks/landslide.html
2002	country	49	Ol' Red	Blake Shelton	https://www.azlyrics.com/lyrics/blakeshelton/olred.html
2002	country	50	I'm Tryin'	Trace Adkins	https://www.azlyrics.com/lyrics/traceadkins/imtryin.html
2002	country	51	In Another World	Joe Diffie	https://www.azlyrics.com/lyrics/joediffie/inanotherworld.html
2002	country	52	Just What I Do	Trick Pony	https://www.azlyrics.com/lyrics/trickpony/justwhatido.html
2002	country	53	Before I Knew Better	Brad Martin	NONE
2002	country	54	Who's Your Daddy?	Toby Keith	https://www.azlyrics.com/lyrics/tobykeith/whosyourdaddy.html
2002	country	55	She'll Leave You With A Smile	George Strait	https://www.azlyrics.com/lyrics/georgestrait/shellleaveyouwithasmile.html
2002	country	56	Help Me Understand	Trace Adkins	https://www.azlyrics.com/lyrics/traceadkins/helpmeunderstand.html
2002	country	57	Riding With Private Malone	David Ball	https://www.azlyrics.com/lyrics/davidball/ridingwithprivatemalone.html
2002	country	58	Just Let Me Be In Love	Tracy Byrd	https://www.azlyrics.com/lyrics/tracybyrd/justletmebeinlove.html
2002	country	59	I Cry	Tammy Cochran	NONE
2002	country	60	That's Just Jessie	Kevin Denney	NONE
2003	country	1	My Front Porch Looking In	Lonestar	https://www.azlyrics.com/lyrics/lonestar/myfrontporchlookinin.html
2003	country	2	Beer For My Horses	Toby Keith Duet With Willie Nelson	https://www.azlyrics.com/lyrics/tobykeith/beerformyhorses.html
2003	country	3	19 Somethin'	Mark Wills	https://www.azlyrics.com/lyrics/markwills/19somethin.html
2003	country	4	It's Five O'clock Somewhere	Alan Jackson & Jimmy Buffett	https://www.azlyrics.com/lyrics/jimmybuffett/itsfiveoclocksomewhere.html
2003	country	5	Red Dirt Road	Brooks & Dunn	https://www.azlyrics.com/lyrics/brooksdunn/reddirtroad.html
2003	country	6	What Was I Thinkin'	Dierks Bentley	https://www.azlyrics.com/lyrics/dierksbentley/whatwasithinkin.html
2003	country	7	I Believe	Diamond Rio	https://www.azlyrics.com/lyrics/diamondrio/ibelieve.html
2003	country	8	Brokenheartsville	Joe Nichols	https://www.azlyrics.com/lyrics/joenichols/brokenheartsville.html
2003	country	9	Real Good Man	Tim McGraw	https://www.azlyrics.com/lyrics/timmcgraw/realgoodman.html
2003	country	10	Celebrity	Brad Paisley	https://www.azlyrics.com/lyrics/bradpaisley/celebrity.html
2003	country	11	No Shoes, No Shirt, No Problems	Kenny Chesney	https://www.azlyrics.com/lyrics/kennychesney/noshoesnoshirtnoproblems.html
2003	country	12	Have You Forgotten?	Darryl Worley	https://www.azlyrics.com/lyrics/darrylworley/haveyouforgotten.html
2003	country	13	Raining On Sunday	Keith Urban	https://www.azlyrics.com/lyrics/keithurban/rainingonsunday.html
2003	country	14	Forever And For Always	Shania Twain	https://www.azlyrics.com/lyrics/shaniatwain/foreverandforalways.html
2003	country	15	Man To Man	Gary Allan	https://www.azlyrics.com/lyrics/garyallan/mantoman.html
2003	country	16	Big Star	Kenny Chesney	https://www.azlyrics.com/lyrics/kennychesney/bigstar.html
2003	country	17	Three Wooden Crosses	Randy Travis	https://www.azlyrics.com/lyrics/randytravis/threewoodencrosses.html
2003	country	18	I Just Wanna Be Mad	Terri Clark	https://www.azlyrics.com/lyrics/terriclark/ijustwannabemad.html
2003	country	19	The Baby	Blake Shelton	https://www.azlyrics.com/lyrics/blakeshelton/thebaby.html
2003	country	20	Who Wouldn't Wanna Be Me	Keith Urban	https://www.azlyrics.com/lyrics/keithurban/whowouldntwannabeme.html
2003	country	21	Stay Gone	Jimmy Wayne	https://www.azlyrics.com/lyrics/jimmywayne/staygone.html
2003	country	22	That'd Be Alright	Alan Jackson	https://www.azlyrics.com/lyrics/alanjackson/thatdbealright.html
2003	country	23	She's My Kind Of Rain	Tim McGraw	https://www.azlyrics.com/lyrics/timmcgraw/shesmykindofrain.html
2003	country	24	Speed	Montgomery Gentry	https://www.azlyrics.com/lyrics/montgomerygentry/speed.html
2003	country	25	Help Pour Out The Rain (Lacey's Song)	Buddy Jewell	NONE
2003	country	26	What A Beautiful Day	Chris Cagle	https://www.azlyrics.com/lyrics/chriscagle/whatabeautifulday.html
2003	country	27	Love You Out Loud	Rascal Flatts	https://www.azlyrics.com/lyrics/rascalflatts/loveyououtloud.html
2003	country	28	This One's For The Girls	Martina McBride	https://www.azlyrics.com/lyrics/martinamcbride/thisonesforthegirls.html
2003	country	29	The Love Song	Jeff Bates	NONE
2003	country	30	Tough Little Boys	Gary Allan	https://www.azlyrics.com/lyrics/garyallan/toughlittleboys.html
2003	country	31	She'll Leave You With A Smile	George Strait	https://www.azlyrics.com/lyrics/georgestrait/shellleaveyouwithasmile.html
2003	country	32	I Melt	Rascal Flatts	https://www.azlyrics.com/lyrics/rascalflatts/imelt.html
2003	country	33	Concrete Angel	Martina McBride	https://www.azlyrics.com/lyrics/martinamcbride/concreteangel.html
2003	country	34	Somebody Like You	Keith Urban	https://www.azlyrics.com/lyrics/keithurban/somebodylikeyou.html
2003	country	35	A Few Questions	Clay Walker	https://www.azlyrics.com/lyrics/claywalker/afewquestions.html
2003	country	36	Fall Into Me	Emerson Drive	https://www.azlyrics.com/lyrics/emersondrive/fallintome.html
2003	country	37	Then They Do	Trace Adkins	https://www.azlyrics.com/lyrics/traceadkins/thentheydo.html
2003	country	38	You Can't Hide Beautiful	Aaron Lines	https://www.azlyrics.com/lyrics/aaronlines/youcanthidebeautiful.html
2003	country	39	Wave On Wave	Pat Green	https://www.azlyrics.com/lyrics/patgreen/waveonwave.html
2003	country	40	Who's Your Daddy?	Toby Keith	https://www.azlyrics.com/lyrics/tobykeith/whosyourdaddy.html
2003	country	41	Almost Home	Craig Morgan	https://www.azlyrics.com/lyrics/craigmorgan/almosthome.html
2003	country	42	These Days	Rascal Flatts	https://www.azlyrics.com/lyrics/rascalflatts/thesedays.html
2003	country	43	I Love This Bar	Toby Keith	https://www.azlyrics.com/lyrics/tobykeith/ilovethisbar.html
2003	country	44	Walk A Little Straighter	Billy Currington	https://www.azlyrics.com/lyrics/billycurrington/walkalittlestraighter.html
2003	country	45	The Truth About Men	Tracy Byrd	https://www.azlyrics.com/lyrics/tracybyrd/thetruthaboutmen.html
2003	country	46	I Wish You'd Stay	Brad Paisley	https://www.azlyrics.com/lyrics/bradpaisley/iwishyoudstay.html
2003	country	47	Travelin' Soldier	Dixie Chicks	https://www.azlyrics.com/lyrics/dixiechicks/travelinsoldier.html
2003	country	48	Tell Me Something Bad About Tulsa	George Strait	https://www.azlyrics.com/lyrics/georgestrait/tellmesomethingbadabouttulsa.html
2003	country	49	Chicks Dig It	Chris Cagle	https://www.azlyrics.com/lyrics/chriscagle/chicksdigit.html
2003	country	50	I Can't Be Your Friend	Rushlow	NONE
2003	country	51	Backseat Of A Greyhound Bus	Sara Evans	https://www.azlyrics.com/lyrics/saraevans/backseatofagreyhoundbus.html
2003	country	52	Cowboys Like Us	George Strait	https://www.azlyrics.com/lyrics/georgestrait/cowboyslikeus.html
2003	country	53	There's No Limit	Deana Carter	https://www.azlyrics.com/lyrics/deanacarter/theresnolimit.html
2003	country	54	What The World Needs	Wynonna	https://www.azlyrics.com/lyrics/wynonnajudd/whattheworldneeds.html
2003	country	55	Chrome	Trace Adkins	https://www.azlyrics.com/lyrics/traceadkins/chrome.html
2003	country	56	Hell Yeah	Montgomery Gentry	https://www.azlyrics.com/lyrics/montgomerygentry/hellyeah.html
2003	country	57	Up!	Shania Twain	https://www.azlyrics.com/lyrics/shaniatwain/up.html
2003	country	58	There's More To Me Than You	Jessica Andrews	https://www.azlyrics.com/lyrics/jessicaandrews/theresmoretomethanyou.html
2003	country	59	Red Rag Top	Tim McGraw	https://www.azlyrics.com/lyrics/timmcgraw/redragtop.html
2004	country	1	Live Like You Were Dying	Tim McGraw	https://www.azlyrics.com/lyrics/timmcgraw/livelikeyouweredyin.html
2004	country	2	Remember When	Alan Jackson	https://www.azlyrics.com/lyrics/alanjackson/rememberwhen.html
2004	country	3	You'll Think Of Me	Keith Urban	https://www.azlyrics.com/lyrics/keithurban/youllthinkofme.html
2004	country	4	When The Sun Goes Down	Kenny Chesney & Uncle Kracker	https://www.azlyrics.com/lyrics/kennychesney/whenthesungoesdown.html
2004	country	5	Letters From Home	John Michael Montgomery	https://www.azlyrics.com/lyrics/johnmichaelmontgomery/lettersfromhome.html
2004	country	6	American Soldier	Toby Keith	https://www.azlyrics.com/lyrics/tobykeith/americansoldier.html
2004	country	7	Mayberry	Rascal Flatts	https://www.azlyrics.com/lyrics/rascalflatts/mayberry.html
2004	country	8	Suds In The Bucket	Sara Evans	https://www.azlyrics.com/lyrics/saraevans/sudsinthebucket.html
2004	country	9	Watch The Wind Blow By	Tim McGraw	https://www.azlyrics.com/lyrics/timmcgraw/watchthewindblowby.html
2004	country	10	Days Go By	Keith Urban	https://www.azlyrics.com/lyrics/keithurban/daysgoby.html
2004	country	11	Redneck Woman	Gretchen Wilson	https://www.azlyrics.com/lyrics/gretchenwilson/redneckwoman.html
2004	country	12	Sweet Southern Comfort	Buddy Jewell	NONE
2004	country	13	If You Ever Stop Loving Me	Montgomery Gentry	https://www.azlyrics.com/lyrics/montgomerygentry/ifyoueverstoplovingme.html
2004	country	14	I Go Back	Kenny Chesney	https://www.azlyrics.com/lyrics/kennychesney/igoback.html
2004	country	15	Little Moments	Brad Paisley	https://www.azlyrics.com/lyrics/bradpaisley/littlemoments.html
2004	country	16	Somebody	Reba McEntire	https://www.azlyrics.com/lyrics/rebamcentire/somebody.html
2004	country	17	Perfect	Sara Evans	https://www.azlyrics.com/lyrics/saraevans/perfect.html
2004	country	18	Whiskey Lullaby	Brad Paisley Featuring Alison Krauss	https://www.azlyrics.com/lyrics/bradpaisley/whiskeylullaby.html
2004	country	19	I Hate Everything	George Strait	https://www.azlyrics.com/lyrics/georgestrait/ihateeverything.html
2004	country	20	She Thinks She Needs Me	Andy Griggs	https://www.azlyrics.com/lyrics/andygriggs/shethinkssheneedsme.html
2004	country	21	In A Real Love	Phil Vassar	https://www.azlyrics.com/lyrics/philvassar/inareallove.html
2004	country	22	There Goes My Life	Kenny Chesney	https://www.azlyrics.com/lyrics/kennychesney/theregoesmylife.html
2004	country	23	Let's Be Us Again	Lonestar	https://www.azlyrics.com/lyrics/lonestar/letsbeusagain.html
2004	country	24	Girls Lie Too	Terri Clark	https://www.azlyrics.com/lyrics/terriclark/girlslietoo.html
2004	country	25	I Got A Feelin'	Billy Currington	https://www.azlyrics.com/lyrics/billycurrington/igotafeelin.html
2004	country	26	If Nobody Believed In You	Joe Nichols	https://www.azlyrics.com/lyrics/joenichols/ifnobodybelievedinyou.html
2004	country	27	That's What It's All About	Brooks & Dunn	NONE
2004	country	28	Paint Me A Birmingham	Tracy Lawrence	https://www.azlyrics.com/lyrics/tracylawrence/paintmeabirmingham.html
2004	country	29	Here For The Party	Gretchen Wilson	https://www.azlyrics.com/lyrics/gretchenwilson/herefortheparty.html
2004	country	30	Whiskey Girl	Toby Keith	https://www.azlyrics.com/lyrics/tobykeith/whiskeygirl.html
2004	country	31	Desperately	George Strait	https://www.azlyrics.com/lyrics/georgestrait/desperately.html
2004	country	32	Loco	David Lee Murphy	https://www.azlyrics.com/lyrics/davidleemurphy/loco.html
2004	country	33	Too Much Of A Good Thing	Alan Jackson	https://www.azlyrics.com/lyrics/alanjackson/toomuchofagoodthing.html
2004	country	34	Hot Mama	Trace Adkins	https://www.azlyrics.com/lyrics/traceadkins/hotmama.html
2004	country	35	In My Daughter's Eyes	Martina McBride	https://www.azlyrics.com/lyrics/martinamcbride/inmydaughterseyes.html
2004	country	36	I Wanna Do It All	Terri Clark	https://www.azlyrics.com/lyrics/terriclark/iwannadoitall.html
2004	country	37	That's What She Gets For Loving Me	Brooks & Dunn	https://www.azlyrics.com/lyrics/brooksdunn/thatswhatshegetsforlovingme.html
2004	country	38	I Want To Live	Josh Gracin	https://www.azlyrics.com/lyrics/joshgracin/iwanttolive.html
2004	country	39	Stays In Mexico	Toby Keith	https://www.azlyrics.com/lyrics/tobykeith/staysinmexico.html
2004	country	40	Nothing On But The Radio	Gary Allan	https://www.azlyrics.com/lyrics/garyallan/nothingonbuttheradio.html
2004	country	41	Rough & Ready	Trace Adkins	https://www.azlyrics.com/lyrics/traceadkins/roughready.html
2004	country	42	I Love You This Much	Jimmy Wayne	https://www.azlyrics.com/lyrics/jimmywayne/iloveyouthismuch.html
2004	country	43	You Can't Take The Honky Tonk Out Of The Girl	Brooks & Dunn	https://www.azlyrics.com/lyrics/brooksdunn/youcanttakethehonkytonkoutofthegirl.html
2004	country	44	Mr. Mom	Lonestar	https://www.azlyrics.com/lyrics/lonestar/mrmom.html
2004	country	45	Feels Like Today	Rascal Flatts	https://www.azlyrics.com/lyrics/rascalflatts/feelsliketoday.html
2004	country	46	Songs About Rain	Gary Allan	https://www.azlyrics.com/lyrics/garyallan/songsaboutrain.html
2004	country	47	How Am I Doin'	Dierks Bentley	https://www.azlyrics.com/lyrics/dierksbentley/howamidoin.html
2004	country	48	Good Little Girls	Blue County	NONE
2004	country	49	Simple Life	Carolyn Dawn Johnson	https://www.azlyrics.com/lyrics/carolyndawnjohnson/simplelife.html
2004	country	50	Long Black Train	Josh Turner	https://www.azlyrics.com/lyrics/joshturner/longblacktrain.html
2004	country	51	I Can't Sleep	Clay Walker	https://www.azlyrics.com/lyrics/claywalker/icantsleep.html
2004	country	52	I Love This Bar	Toby Keith	https://www.azlyrics.com/lyrics/tobykeith/ilovethisbar.html
2004	country	53	Hey Good Lookin'	Jimmy Buffett With Clint Black, Kenny Chesney, Alan Jackson, Toby Keith & George Strait	https://www.azlyrics.com/lyrics/jimmybuffett/heygoodlookin.html
2004	country	54	Save A Horse (Ride A Cowboy)	Big & Rich	https://www.azlyrics.com/lyrics/bigrich/saveahorserideacowboy.html
2004	country	55	How Far	Martina McBride	https://www.azlyrics.com/lyrics/martinamcbride/howfar.html
2004	country	56	My Last Name	Dierks Bentley	https://www.azlyrics.com/lyrics/dierksbentley/mylastname.html
2004	country	57	Passenger Seat	SHeDAISY	https://www.azlyrics.com/lyrics/shedaisy/passengerseat.html
2004	country	58	She's Not Just A Pretty Face	Shania Twain	https://www.azlyrics.com/lyrics/shaniatwain/shesnotjustaprettyface.html
2004	country	59	Drinkin' Bone	Tracy Byrd	https://www.azlyrics.com/lyrics/tracybyrd/drinkinbone.html
2004	country	60	Spend My Time	Clint Black	NONE
2005	country	1	That's What I Love About Sunday	Craig Morgan	https://www.azlyrics.com/lyrics/craigmorgan/thatswhatiloveaboutsunday.html
2005	country	2	As Good As I Once Was	Toby Keith	https://www.azlyrics.com/lyrics/tobykeith/asgoodasioncewas.html
2005	country	3	Bless The Broken Road	Rascal Flatts	https://www.azlyrics.com/lyrics/rascalflatts/blessthebrokenroad.html
2005	country	4	Something More	Sugarland	https://www.azlyrics.com/lyrics/sugarland/somethingmore.html
2005	country	5	Fast Cars And Freedom	Rascal Flatts	https://www.azlyrics.com/lyrics/rascalflatts/fastcarsandfreedom.html
2005	country	6	Nothin' To Lose	Josh Gracin	https://www.azlyrics.com/lyrics/joshgracin/nothintolose.html
2005	country	7	Baby Girl	Sugarland	https://www.azlyrics.com/lyrics/sugarland/babygirl.html
2005	country	8	Making Memories Of Us	Keith Urban	https://www.azlyrics.com/lyrics/keithurban/makingmemoriesofus.html
2005	country	9	Mississippi Girl	Faith Hill	https://www.azlyrics.com/lyrics/faithhill/mississippigirl.html
2005	country	10	Gone	Montgomery Gentry	https://www.azlyrics.com/lyrics/montgomerygentry/gone.html
2005	country	11	Mud On The Tires	Brad Paisley	https://www.azlyrics.com/lyrics/bradpaisley/mudonthetires.html
2005	country	12	It's Getting Better All The Time	Brooks & Dunn	https://www.azlyrics.com/lyrics/brooksdunn/itsgettingbetterallthetime.html
2005	country	13	Anything But Mine	Kenny Chesney	https://www.azlyrics.com/lyrics/kennychesney/anythingbutmine.html
2005	country	14	My Give A Damn's Busted	Jo Dee Messina	https://www.azlyrics.com/lyrics/jodeemessina/mygiveadamnsbusted.html
2005	country	15	You're My Better Half	Keith Urban	https://www.azlyrics.com/lyrics/keithurban/youremybetterhalf.html
2005	country	16	Lot Of Leavin' Left To Do	Dierks Bentley	https://www.azlyrics.com/lyrics/dierksbentley/lotofleavinlefttodo.html
2005	country	17	Something To Be Proud Of	Montgomery Gentry	https://www.azlyrics.com/lyrics/montgomerygentry/somethingtobeproudof.html
2005	country	18	If Heaven	Andy Griggs	https://www.azlyrics.com/lyrics/andygriggs/ifheaven.html
2005	country	19	A Real Fine Place To Start	Sara Evans	https://www.azlyrics.com/lyrics/saraevans/arealfineplacetostart.html
2005	country	20	You'll Be There	George Strait	https://www.azlyrics.com/lyrics/georgestrait/youllbethere.html
2005	country	21	What's A Guy Gotta Do	Joe Nichols	https://www.azlyrics.com/lyrics/joenichols/whatsaguygottado.html
2005	country	22	Play Something Country	Brooks & Dunn	https://www.azlyrics.com/lyrics/brooksdunn/playsomethingcountry.html
2005	country	23	Somebody's Hero	Jamie O'Neal	https://www.azlyrics.com/lyrics/jamieoneal/somebodyshero.html
2005	country	24	Alcohol	Brad Paisley	https://www.azlyrics.com/lyrics/bradpaisley/alcohol.html
2005	country	25	Redneck Yacht Club	Craig Morgan	https://www.azlyrics.com/lyrics/craigmorgan/redneckyachtclub.html
2005	country	26	Probably Wouldn't Be This Way	LeAnn Rimes	https://www.azlyrics.com/lyrics/leannrimes/probablywouldntbethisway.html
2005	country	27	Songs About Me	Trace Adkins	https://www.azlyrics.com/lyrics/traceadkins/songsaboutme.html
2005	country	28	Some Beach	Blake Shelton	https://www.azlyrics.com/lyrics/blakeshelton/somebeach.html
2005	country	29	Better Life	Keith Urban	https://www.azlyrics.com/lyrics/keithurban/betterlife.html
2005	country	30	Stay With Me (Brass Bed)	Josh Gracin	https://www.azlyrics.com/lyrics/joshgracin/staywithmebrassbed.html
2005	country	31	Nothin 'Bout Love Makes Sense	LeAnn Rimes	https://www.azlyrics.com/lyrics/leannrimes/nothinboutlovemakessense.html
2005	country	32	Do You Want Fries With That	Tim McGraw	https://www.azlyrics.com/lyrics/timmcgraw/doyouwantfrieswiththat.html
2005	country	33	Homewrecker	Gretchen Wilson	https://www.azlyrics.com/lyrics/gretchenwilson/homewrecker.html
2005	country	34	Monday Morning Church	Alan Jackson	https://www.azlyrics.com/lyrics/alanjackson/mondaymorningchurch.html
2005	country	35	I May Hate Myself In The Morning	Lee Ann Womack	https://www.azlyrics.com/lyrics/leeannwomack/imayhatemyselfinthemorning.html
2005	country	36	Awful, Beautiful Life	Darryl Worley	https://www.azlyrics.com/lyrics/darrylworley/awfulbeautifullife.html
2005	country	37	Let Them Be Little	Billy Dean	https://www.azlyrics.com/lyrics/billydean/letthembelittle.html
2005	country	38	Back When	Tim McGraw	https://www.azlyrics.com/lyrics/timmcgraw/backwhen.html
2005	country	39	Don't Worry 'Bout A Thing	SHeDAISY	https://www.azlyrics.com/lyrics/shedaisy/dontworryboutathing.html
2005	country	40	You're Like Comin' Home	Lonestar	https://www.azlyrics.com/lyrics/lonestar/yourelikecominhome.html
2005	country	41	When I Think About Cheatin'	Gretchen Wilson	https://www.azlyrics.com/lyrics/gretchenwilson/whenithinkaboutcheatin.html
2005	country	42	Help Somebody	Van Zant	https://www.azlyrics.com/lyrics/vanzant/helpsomebody.html
2005	country	43	Keg In The Closet	Kenny Chesney	https://www.azlyrics.com/lyrics/kennychesney/keginthecloset.html
2005	country	44	Skin (Sarabeth)	Rascal Flatts	https://www.azlyrics.com/lyrics/rascalflatts/skin.html
2005	country	45	Best I Ever Had	Gary Allan	https://www.azlyrics.com/lyrics/garyallan/bestieverhad.html
2005	country	46	Honkytonk U	Toby Keith	https://www.azlyrics.com/lyrics/tobykeith/honkytonku.html
2005	country	47	Goodbye Time	Blake Shelton	https://www.azlyrics.com/lyrics/blakeshelton/goodbyetime.html
2005	country	48	Hicktown	Jason Aldean	https://www.azlyrics.com/lyrics/jasonaldean/hicktown.html
2005	country	49	He Gets That From Me	Reba McEntire	https://www.azlyrics.com/lyrics/rebamcentire/hegetsthatfromme.html
2005	country	50	Billy's Got His Beer Goggles On	Neal McCoy	https://www.azlyrics.com/lyrics/nealmccoy/billysgothisbeergoggleson.html
2005	country	51	Pickin' Wildflowers	Keith Anderson	https://www.azlyrics.com/lyrics/keithanderson/pickinwildflowers.html
2005	country	52	Nothing On But The Radio	Gary Allan	https://www.azlyrics.com/lyrics/garyallan/nothingonbuttheradio.html
2005	country	53	Come A Little Closer	Dierks Bentley	https://www.azlyrics.com/lyrics/dierksbentley/comealittlecloser.html
2005	country	54	If Something Should Happen	Darryl Worley	https://www.azlyrics.com/lyrics/darrylworley/ifsomethingshouldhappen.html
2005	country	55	Drugs Or Jesus	Tim McGraw	https://www.azlyrics.com/lyrics/timmcgraw/drugsorjesus.html
2005	country	56	Georgia Rain	Trisha Yearwood	https://www.azlyrics.com/lyrics/trishayearwood/georgiarain.html
2005	country	57	Long, Slow Kisses	Jeff Bates	NONE
2005	country	58	All Jacked Up	Gretchen Wilson	https://www.azlyrics.com/lyrics/gretchenwilson/alljackedup.html
2005	country	59	Tequila Makes Her Clothes Fall Off	Joe Nichols	https://www.azlyrics.com/lyrics/joenichols/tequilamakesherclothesfalloff.html
2005	country	60	Mr. Mom	Lonestar	https://www.azlyrics.com/lyrics/lonestar/mrmom.html
2006	country	1	If You're Going Through Hell (Before The Devil Even Knows)	Rodney Atkins	https://www.azlyrics.com/lyrics/rodneyatkins/ifyouregoingthroughhell.html
2006	country	2	The World	Brad Paisley	https://www.azlyrics.com/lyrics/bradpaisley/theworld.html
2006	country	3	Summertime	Kenny Chesney	https://www.azlyrics.com/lyrics/kennychesney/summertime.html
2006	country	4	What Hurts The Most	Rascal Flatts	https://www.azlyrics.com/lyrics/rascalflatts/whathurtsthemost.html
2006	country	5	Jesus, Take The Wheel	Carrie Underwood	https://www.azlyrics.com/lyrics/carrieunderwood/jesustakethewheel.html
2006	country	6	Would You Go With Me	Josh Turner	https://www.azlyrics.com/lyrics/joshturner/wouldyougowithme.html
2006	country	7	Tonight I Wanna Cry	Keith Urban	https://www.azlyrics.com/lyrics/keithurban/tonightiwannacry.html
2006	country	8	Leave The Pieces	The Wreckers	https://www.azlyrics.com/lyrics/wreckers/leavethepieces.html
